V1,V2,V3
172.68200000000002,400.77200000000005,415.786
178.09500000000003,416.928,395.28999999999996
180.65699999999998,409.398,406.02599999999995
160.68099999999998,407.98199999999997,414.81
165.429,391.529,395.28999999999996
175.597,393.885,383.578
178.297,394.816,388.45799999999997
184.95800000000003,422.364,439.21
170.62,402.028,404.07399999999996
168.80900000000003,397.37299999999993,413.834
166.28,381.31899999999996,391.38599999999997
164.59199999999998,401.21,395.28999999999996
166.159,406.858,402.12199999999996
167.892,400.04999999999995,380.65
176.398,392.581,434.33
160.643,381.01,411.882
168.824,398.01599999999996,423.594
172.257,415.55899999999997,395.28999999999996
154.322,371.964,365.034
170.42700000000002,395.054,402.12199999999996
177.972,425.092,422.618
166.787,386.23,432.378
165.811,373.012,366.01
157.281,385.403,412.858
164.187,392.00300000000004,373.818
156.734,372.48699999999997,396.26599999999996
168.219,414.35499999999996,404.07399999999996
168.839,373.811,390.40999999999997
169.547,393.702,416.762
157.532,377.905,361.13
167.304,388.008,386.506
169.48200000000003,435.89300000000003,365.034
180.102,422.505,414.81
179.698,433.03999999999996,425.546
186.87800000000001,422.08299999999997,411.882
172.425,413.236,378.698
162.564,424.024,435.306
170.723,408.75800000000004,411.882
157.457,391.173,399.19399999999996
171.33100000000002,398.267,409.92999999999995
184.24099999999999,441.751,388.45799999999997
158.31300000000002,388.72799999999995,409.92999999999995
173.97899999999998,419.76699999999994,390.40999999999997
166.337,401.461,394.31399999999996
171.651,413.46799999999996,398.21799999999996
173.29500000000002,391.876,416.762
172.22,398.321,413.834
163.478,396.268,439.21
183.942,426.143,403.09799999999996
170.327,392.977,411.882
155.67400000000004,374.659,368.938
171.689,400.14300000000003,398.21799999999996
175.424,400.817,411.882
156.893,365.503,404.07399999999996
168.446,414.48299999999995,393.33799999999997
175.62800000000001,388.238,409.92999999999995
167.37800000000001,398.477,441.162
166.11900000000003,390.942,417.738
179.947,412.687,402.12199999999996
167.067,406.66200000000003,383.578
158.051,383.829,411.882
183.075,412.861,404.07399999999996
169.812,396.769,397.24199999999996
175.264,410.428,406.02599999999995
165.64800000000002,408.46500000000003,370.89
160.325,396.256,394.31399999999996
164.392,372.51599999999996,421.642
163.609,414.335,364.058
164.58800000000002,406.049,431.402
153.613,363.353,392.36199999999997
167.85,363.188,349.41799999999995
166.08700000000002,362.05,406.02599999999995
183.05200000000002,399.712,448.96999999999997
165.673,395.87899999999996,404.07399999999996
161.949,390.61800000000005,405.04999999999995
154.784,392.317,406.02599999999995
162.924,401.354,383.578
172.003,406.818,427.498
165.92700000000002,407.11299999999994,381.626
179.228,390.572,412.858
169.341,428.278,407.00199999999995
149.475,375.11999999999995,371.866
168.745,418.36300000000006,418.714
171.56900000000002,423.037,397.24199999999996
171.774,399.554,421.642
165.097,383.389,400.16999999999996
162.67700000000002,371.74799999999993,384.554
188.923,413.989,442.138
168.101,377.11300000000006,410.90599999999995
162.431,372.719,382.602
161.63400000000001,351.341,411.882
169.145,376.899,428.474
173.93099999999998,414.658,428.474
170.22000000000003,435.69399999999996,388.45799999999997
170.717,385.99600000000004,411.882
171.349,425.888,377.722
185.197,422.947,383.578
158.332,390.065,406.02599999999995
160.812,384.718,423.594
175.077,403.81899999999996,429.45
170.28500000000003,408.26800000000003,366.01
171.274,409.39,384.554
167.526,400.682,418.714
162.091,392.094,409.92999999999995
168.898,386.59899999999993,387.48199999999997
186.035,445.786,395.28999999999996
189.743,438.25600000000003,414.81
170.572,385.393,391.38599999999997
166.60700000000003,367.521,380.65
162.69400000000002,394.953,418.714
161.353,382.867,381.626
177.835,400.669,428.474
177.18099999999998,402.454,418.714
165.329,413.773,357.226
173.525,396.867,387.48199999999997
160.166,382.90799999999996,392.36199999999997
192.14600000000002,408.828,420.666
184.59,436.013,416.762
181.857,414.456,401.14599999999996
175.323,398.715,402.12199999999996
176.46300000000002,417.713,408.95399999999995
179.911,408.52200000000005,371.866
173.45499999999998,411.074,394.31399999999996
163.469,388.11199999999997,415.786
168.058,402.842,390.40999999999997
188.185,458.20899999999995,400.16999999999996
175.026,423.329,398.21799999999996
169.024,380.96799999999996,432.378
172.052,394.44000000000005,395.28999999999996
155.88400000000001,421.07800000000003,382.602
162.055,405.217,399.19399999999996
169.317,379.12199999999996,422.618
176.979,400.039,395.28999999999996
156.51,362.016,381.626
165.955,396.59,389.43399999999997
161.227,393.003,397.24199999999996
160.15,370.726,397.24199999999996
169.65800000000002,393.13,417.738
165.998,399.598,387.48199999999997
162.876,392.181,395.28999999999996
164.361,407.299,398.21799999999996
163.80599999999998,416.825,383.578
194.084,441.616,427.498
172.481,412.9,428.474
176.57100000000003,447.758,405.04999999999995
187.55400000000003,449.595,409.92999999999995
168.229,382.342,354.298
185.81900000000002,426.39,385.53
177.099,415.82500000000005,411.882
189.861,417.947,414.81
156.243,344.98,390.40999999999997
158.14700000000002,388.0160000000001,419.69
166.596,408.511,391.38599999999997
164.998,429.396,406.02599999999995
175.703,421.185,386.506
182.14,440.789,396.26599999999996
160.39,394.153,400.16999999999996
156.26999999999998,402.134,409.92999999999995
176.443,426.86199999999997,388.45799999999997
164.835,390.518,391.38599999999997
174.353,397.081,375.77
152.29500000000002,366.87399999999997,388.45799999999997
181.872,447.557,390.40999999999997
154.995,370.342,391.38599999999997
174.661,408.553,389.43399999999997
181.596,461.404,427.498
170.065,408.513,407.00199999999995
165.971,374.58000000000004,382.602
177.722,404.346,410.90599999999995
179.065,413.61299999999994,393.33799999999997
167.40300000000002,413.52599999999995,424.57
166.173,391.63800000000003,387.48199999999997
154.555,371.702,376.746
174.38400000000001,426.48,384.554
159.821,358.724,400.16999999999996
168.479,396.148,417.738
156.42600000000002,382.1909999999999,378.698
172.55700000000002,366.54299999999995,395.28999999999996
170.529,406.65599999999995,407.00199999999995
171.187,384.625,381.626
153.704,376.459,384.554
158.664,390.611,393.33799999999997
166.096,411.394,422.618
177.805,418.46999999999997,390.40999999999997
165.966,372.473,397.24199999999996
165.541,400.276,412.858
166.949,389.678,362.106
170.488,388.443,408.95399999999995
173.68200000000002,392.972,411.882
171.68400000000003,417.719,406.02599999999995
174.978,430.171,407.00199999999995
176.243,433.34000000000003,457.75399999999996
156.95100000000002,388.408,434.33
165.43300000000002,408.03999999999996,419.69
180.435,400.538,405.04999999999995
174.654,429.308,385.53
168.455,384.997,382.602
163.41,387.75300000000004,421.642
162.388,398.856,393.33799999999997
188.48399999999998,445.031,469.46599999999995
170.58800000000002,443.433,375.77
180.424,390.75100000000003,396.26599999999996
172.656,403.06199999999995,414.81
176.51500000000001,431.248,400.16999999999996
167.644,401.44499999999994,385.53
173.991,380.4,419.69
165.082,402.15299999999996,392.36199999999997
170.252,408.034,375.77
190.722,455.93,410.90599999999995
165.85500000000002,386.829,419.69
161.757,370.208,403.09799999999996
163.588,394.225,407.00199999999995
161.17700000000002,359.832,408.95399999999995
173.04399999999998,367.337,373.818
171.51500000000001,413.909,427.498
157.886,369.74199999999996,409.92999999999995
178.935,400.73400000000004,419.69
157.89800000000002,370.753,387.48199999999997
160.86,367.85400000000004,397.24199999999996
170.49900000000002,411.016,411.882
167.476,399.27399999999994,396.26599999999996
172.832,418.497,385.53
188.04399999999998,417.592,436.282
171.065,392.262,405.04999999999995
181.997,386.865,405.04999999999995
163.871,416.464,394.31399999999996
166.163,413.332,395.28999999999996
178.946,404.033,412.858
174.72400000000002,397.67,402.12199999999996
165.49200000000002,390.936,407.00199999999995
170.264,393.46500000000003,408.95399999999995
179.407,439.796,390.40999999999997
180.702,390.771,389.43399999999997
181.56900000000002,433.342,393.33799999999997
156.872,381.71,367.962
173.39,423.2,440.186
169.142,385.682,392.36199999999997
165.438,383.001,389.43399999999997
183.95100000000002,435.57399999999996,393.33799999999997
185.342,412.096,406.02599999999995
181.31300000000002,412.93199999999996,448.96999999999997
162.711,384.946,408.95399999999995
168.09300000000002,378.03200000000004,409.92999999999995
161.781,386.2950000000001,409.92999999999995
167.417,396.869,388.45799999999997
161.061,385.49199999999996,421.642
169.21300000000002,400.98900000000003,417.738
176.695,421.86899999999997,421.642
168.73000000000002,396.25399999999996,415.786
173.20000000000002,421.496,408.95399999999995
166.488,394.77799999999996,361.13
176.81300000000002,436.739,412.858
167.433,387.39300000000003,402.12199999999996
173.321,419.134,387.48199999999997
186.043,440.378,405.04999999999995
153.365,383.491,373.818
172.462,434.88800000000003,392.36199999999997
164.244,399.774,409.92999999999995
179.625,395.806,395.28999999999996
176.253,428.05899999999997,436.282
164.43200000000002,394.908,375.77
175.815,403.747,381.626
158.253,399.27000000000004,386.506
160.03400000000002,370.933,383.578
170.97500000000002,406.82,415.786
174.93,404.03200000000004,412.858
169.998,389.465,409.92999999999995
158.973,382.81899999999996,389.43399999999997
158.74200000000002,378.992,390.40999999999997
171.43099999999998,402.644,406.02599999999995
163.68200000000002,374.73900000000003,420.666
145.36700000000002,373.048,380.65
166.209,393.077,419.69
179.91500000000002,405.864,363.082
174.909,395.544,434.33
169.775,412.364,434.33
179.394,414.26300000000003,383.578
159.982,393.19399999999996,388.45799999999997
175.147,415.436,416.762
151.387,387.176,385.53
161.688,375.76599999999996,426.522
170.28500000000003,414.544,387.48199999999997
157.77800000000002,390.98400000000004,404.07399999999996
175.788,391.32399999999996,407.97799999999995
163.197,379.16999999999996,398.21799999999996
178.91400000000002,431.08299999999997,424.57
165.25,384.214,366.01
182.93200000000002,446.72200000000004,430.426
167.013,422.15599999999995,402.12199999999996
175.163,401.457,369.914
176.359,389.63800000000003,358.202
175.699,417.64199999999994,411.882
177.80100000000002,404.048,410.90599999999995
177.76800000000003,404.942,399.19399999999996
178.13600000000002,402.354,416.762
138.096,331.356,374.794
167.24,401.643,386.506
168.846,422.55,386.506
170.608,363.71299999999997,410.90599999999995
157.863,362.74399999999997,395.28999999999996
172.889,371.729,348.44199999999995
174.209,390.51199999999994,410.90599999999995
165.101,397.776,388.45799999999997
174.899,395.387,419.69
169.86200000000002,382.768,416.762
167.63400000000001,396.23,392.36199999999997
169.147,393.871,406.02599999999995
170.99800000000002,399.97799999999995,382.602
164.764,405.426,388.45799999999997
172.411,398.131,409.92999999999995
173.851,398.00699999999995,450.92199999999997
173.24099999999999,403.694,380.65
153.966,361.741,365.034
168.18200000000002,399.313,366.01
168.001,403.18999999999994,414.81
173.479,377.172,430.426
169.368,401.519,417.738
162.591,389.49699999999996,385.53
160.837,365.40299999999996,412.858
171.368,427.757,431.402
170.464,394.59299999999996,362.106
176.029,416.93899999999996,418.714
165.476,417.13599999999997,397.24199999999996
174.211,381.874,385.53
178.983,432.426,408.95399999999995
173.497,397.932,411.882
166.23700000000002,381.93699999999995,397.24199999999996
165.882,380.99899999999997,428.474
172.982,415.355,423.594
168.383,389.116,397.24199999999996
157.979,371.046,429.45
177.726,433.6,388.45799999999997
177.38,421.932,463.60999999999996
173.433,397.334,392.36199999999997
182.743,429.76800000000003,424.57
179.5,415.334,411.882
162.59,398.061,404.07399999999996
167.688,408.53499999999997,397.24199999999996
160.659,386.466,369.914
186.954,474.38,406.02599999999995
163.335,384.207,441.162
169.65800000000002,378.017,375.77
165.688,387.61099999999993,394.31399999999996
168.3,383.937,424.57
172.39000000000001,394.186,438.234
157.09699999999998,367.244,416.762
188.01,420.64,416.762
174.056,412.63599999999997,396.26599999999996
172.50400000000002,396.554,393.33799999999997
171.945,383.22799999999995,402.12199999999996
166.359,404.274,392.36199999999997
174.281,387.452,366.01
154.71300000000002,390.14,375.77
170.47699999999998,403.806,400.16999999999996
175.007,411.38699999999994,396.26599999999996
169.637,376.515,400.16999999999996
161.235,373.391,385.53
167.425,399.148,380.65
175.88,421.84799999999996,435.306
165.76700000000002,392.64700000000005,439.21
149.25900000000001,389.806,372.842
163.08800000000002,414.779,398.21799999999996
168.62800000000001,407.512,434.33
190.437,445.803,429.45
165.159,396.608,390.40999999999997
190.34,449.593,443.114
157.20600000000002,376.45400000000006,386.506
165.096,412.0319999999999,407.00199999999995
174.27499999999998,414.677,422.618
176.622,416.438,407.00199999999995
165.89499999999998,400.296,421.642
167.472,413.55199999999996,443.114
179.452,431.022,414.81
167.428,409.298,416.762
176.358,405.722,379.674
170.953,400.53999999999996,434.33
166.389,385.39399999999995,378.698
159.704,384.15199999999993,345.51399999999995
183.26800000000003,420.66600000000005,466.53799999999995
165.957,407.051,422.618
165.26800000000003,401.905,391.38599999999997
179.818,420.037,439.21
171.863,400.33500000000004,391.38599999999997
176.417,418.826,417.738
157.383,357.418,402.12199999999996
168.562,379.191,405.04999999999995
180.677,414.72799999999995,410.90599999999995
164.323,409.557,410.90599999999995
184.195,395.40600000000006,382.602
180.68900000000002,403.61,419.69
176.31900000000002,412.397,393.33799999999997
164.95000000000002,391.88800000000003,410.90599999999995
179.286,408.079,419.69
180.822,390.63699999999994,456.77799999999996
176.464,425.058,382.602
166.35500000000002,402.77700000000004,401.14599999999996
178.82100000000003,415.36,351.37
161.111,399.11199999999997,353.322
178.674,403.89699999999993,406.02599999999995
175.318,394.938,444.09
173.71,409.071,438.234
170.223,403.878,396.26599999999996
177.085,388.192,407.97799999999995
174.90699999999998,412.818,393.33799999999997
173.14800000000002,413.4309999999999,397.24199999999996
166.676,384.599,401.14599999999996
162.048,385.86299999999994,411.882
162.30200000000002,443.54200000000003,392.36199999999997
176.059,434.61699999999996,435.306
185.14300000000003,441.68899999999996,428.474
176.258,394.964,414.81
154.868,347.698,375.77
172.006,402.275,430.426
172.809,395.50800000000004,422.618
173.063,415.25,428.474
157.436,379.082,413.834
183.317,404.39599999999996,480.202
173.118,395.89199999999994,391.38599999999997
160.452,367.263,398.21799999999996
172.155,417.547,434.33
171.453,433.326,397.24199999999996
164.752,379.98699999999997,374.794
179.013,409.106,456.77799999999996
174.38600000000002,437.86899999999997,407.97799999999995
166.185,385.875,372.842
173.01000000000002,392.94500000000005,413.834
168.886,399.573,393.33799999999997
182.57000000000002,429.06,436.282
161.639,385.02,427.498
188.615,414.58799999999997,439.21
176.008,451.716,389.43399999999997
174.16199999999998,415.693,380.65
159.931,387.334,385.53
177.40300000000002,449.17,390.40999999999997
157.32500000000002,400.01099999999997,390.40999999999997
181.317,454.93899999999996,435.306
166.705,390.19399999999996,411.882
178.437,419.96000000000004,404.07399999999996
164.388,397.269,385.53
169.176,383.548,409.92999999999995
164.139,370.78,400.16999999999996
163.615,367.704,386.506
160.452,403.46,380.65
173.553,428.01099999999997,392.36199999999997
182.714,438.451,366.986
166.555,412.31600000000003,365.034
173.552,383.631,406.02599999999995
166.72500000000002,389.199,402.12199999999996
173.269,403.655,417.738
172.503,432.027,366.986
168.69,392.921,401.14599999999996
182.62600000000003,424.33599999999996,378.698
160.95,401.154,397.24199999999996
183.47200000000004,423.986,416.762
170.781,425.11400000000003,398.21799999999996
167.923,411.423,385.53
167.322,407.722,422.618
171.059,402.903,397.24199999999996
185.575,421.60699999999997,392.36199999999997
164.686,390.3,403.09799999999996
160.752,407.382,348.44199999999995
165.799,382.583,381.626
171.829,391.30899999999997,421.642
174.334,404.708,391.38599999999997
165.48700000000002,392.486,437.258
192.13400000000001,419.298,432.378
156.974,374.025,412.858
173.938,408.968,382.602
178.745,433.563,422.618
165.784,398.182,406.02599999999995
160.19,402.62699999999995,405.04999999999995
169.207,358.116,395.28999999999996
167.602,393.33900000000006,388.45799999999997
168.495,388.034,391.38599999999997
166.54500000000002,399.24,391.38599999999997
167.17399999999998,383.99899999999997,388.45799999999997
166.96,381.955,427.498
163.16000000000003,380.797,376.746
146.945,362.709,371.866
166.94100000000003,385.378,382.602
171.368,391.434,414.81
163.481,380.86799999999994,381.626
180.96300000000002,423.174,411.882
167.243,383.86400000000003,370.89
159.422,379.681,395.28999999999996
185.815,421.244,445.066
159.308,386.852,388.45799999999997
176.96,405.779,418.714
166.18900000000002,400.151,412.858
176.37900000000002,381.815,413.834
188.711,425.182,433.354
175.05700000000002,447.542,417.738
177.43300000000002,390.985,421.642
165.119,393.22,421.642
167.592,387.06399999999996,396.26599999999996
160.0,418.743,366.01
167.859,375.99199999999996,378.698
170.401,394.097,397.24199999999996
171.327,406.747,405.04999999999995
175.55100000000002,417.313,419.69
176.354,404.35400000000004,426.522
175.90800000000002,407.88899999999995,380.65
173.067,390.287,398.21799999999996
165.13500000000002,393.27299999999997,418.714
175.882,423.606,409.92999999999995
175.85700000000003,419.817,389.43399999999997
173.34699999999998,350.572,437.258
175.575,400.679,381.626
171.84500000000003,418.57300000000004,403.09799999999996
184.652,435.743,460.68199999999996
163.95600000000002,422.83799999999997,385.53
169.865,404.523,390.40999999999997
179.301,413.552,422.618
172.95600000000002,409.85299999999995,400.16999999999996
177.728,407.57899999999995,399.19399999999996
170.52800000000002,395.43399999999997,414.81
181.44400000000002,436.57300000000004,391.38599999999997
181.613,419.831,414.81
169.769,388.639,429.45
174.42700000000002,419.436,394.31399999999996
166.39800000000002,398.206,395.28999999999996
173.723,392.195,372.842
186.31300000000002,442.25199999999995,369.914
160.26100000000002,376.22299999999996,372.842
165.192,403.073,380.65
168.871,398.386,387.48199999999997
194.962,484.26,384.554
184.07,413.449,420.666
181.31400000000002,410.111,383.578
175.21800000000002,416.14599999999996,405.04999999999995
163.411,384.866,411.882
155.38400000000001,375.22400000000005,386.506
159.043,387.21,419.69
165.71800000000002,372.87699999999995,411.882
157.197,375.73799999999994,389.43399999999997
167.31799999999998,388.92199999999997,395.28999999999996
162.25900000000001,383.80500000000006,415.786
159.886,376.70599999999996,411.882
169.41700000000003,405.57899999999995,390.40999999999997
156.91500000000002,386.446,373.818
178.42700000000002,418.514,385.53
163.26100000000002,409.099,394.31399999999996
186.27100000000002,423.158,370.89
181.077,410.648,437.258
174.587,408.56800000000004,408.95399999999995
176.76600000000002,415.58000000000004,419.69
178.496,447.775,430.426
177.188,414.03,385.53
158.368,373.68500000000006,395.28999999999996
159.989,388.493,386.506
167.704,385.746,393.33799999999997
171.854,445.13,380.65
175.111,404.94399999999996,368.938
162.246,378.838,403.09799999999996
170.101,374.805,417.738
170.418,413.605,401.14599999999996
173.763,416.48,414.81
171.332,383.37699999999995,401.14599999999996
167.853,408.16200000000003,372.842
175.28,412.027,419.69
178.352,469.442,410.90599999999995
174.888,429.428,390.40999999999997
163.99,376.874,438.234
166.32999999999998,406.09900000000005,405.04999999999995
161.997,396.85699999999997,397.24199999999996
172.183,400.514,382.602
161.076,390.401,415.786
168.37,382.07399999999996,366.01
